,book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
4119,4120,117047,117047,112713,66,141026162,9780141026170.0,Richard Dawkins,1986.0,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,eng,4.08,21141,736,509,772,3960,9218,8956
4120,4121,59822,59822,1820060,73,749932988,9780749932980.0,Nora Roberts,2002.0,"Face the Fire (Three Sisters Island, #3)",eng,4.15,27206,691,169,983,5868,10760,12776
4121,4122,17834834,17834834,13122191,17,1250046394,9781250046390.0,Ronald H. Balson,2010.0,Once We Were Brothers,en-GB,4.28,13856,2563,277,764,2888,7402,11838
4122,4123,27401883,27401883,46189043,9,Not Available,Not Available,"Emily Bleeker, Dan John Miller",2016.0,When I'm Gone,eng,3.94,33348,1876,1087,1901,7223,11925,12333
4123,4124,16435,16435,4536957,55,553588249,9780553588250.0,Dean Koontz,2004.0,Life Expectancy,eng,3.98,24584,1578,299,1208,6179,9754,8958
4124,4125,2866413,2866413,2529437,18,1423110706,9781423110700.0,Cinda Williams Chima,2008.0,The Dragon Heir,eng,4.14,28845,1067,335,1034,5354,10414,12732
4125,4126,7171876,7171876,6738352,11,1416950095,9781416950100.0,Ellen Hopkins,2010.0,"Fallout (Crank, #3)",eng,4.29,25592,1448,187,882,3920,7580,13793
4126,4127,123598,123598,1454722,101,425175405,9780425175410.0,Patricia Cornwell,1999.0,Black Notice,en-US,3.85,27472,559,357,1721,8237,10920,8314
4127,4128,28449257,28449257,47261413,13,316393878,9780316393870.0,Emma Donoghue,2016.0,The Wonder,eng,3.65,26981,4614,641,2569,9823,13277,5782
4128,4129,111218,111218,910444,33,345494857,9780345494860.0,Alison Weir,2006.0, Innocent Traitor,eng,3.94,24976,1589,384,1178,6171,10806,8183
4129,4130,4656,4656,1137643,81,345463153,9780345463160.0,John Irving,2001.0,The Fourth Hand,eng,3.3,23277,968,895,3524,10307,7541,2547
4130,4131,425123,425123,1234238,77,380730359,9780380730350.0,Dennis Lehane,1998.0,"Gone, Baby, Gone",eng,4.14,23899,1478,153,585,4333,12355,9724
4131,4132,8957,8957,11852,66,Not Available,9780316905730.0,Darren Shan,2000.0,"Tunnels of Blood (Cirque du Freak, #3)",Not Available,4.14,26287,843,169,1028,5687,9497,12352
4132,4133,217436,217436,210517,46,345471172,9780345471180.0,Kristin Hannah,1999.0,On Mystic Lake,eng,3.95,23050,1413,223,997,6147,10205,7478
4133,4134,78131,78131,75453,39,553581554,9780553581550.0,Iris Johansen,1999.0,The Killing Game,eng,4.18,24790,408,126,541,4577,9698,10531
4134,4135,15768409,15768409,21474467,18,1442484233,9781442484240.0,Michelle Hodkin,2014.0,The Retribution of Mara Dyer,eng,4.14,35910,5714,570,1973,6560,11567,17559
4135,4136,3882,3882,7606,5,1400082544,9781400082540.0,Rachael Ray,2005.0,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook),Not Available,3.68,21573,146,1297,2045,5728,5694,6867
4136,4137,2145681,2145681,2216670,31,312342020,9780312342030.0,Augusten Burroughs,2008.0,A Wolf at the Table,eng,3.7,22175,1876,672,2072,6735,8114,5931
4137,4138,40290,40290,2771466,52,076534775X,9780765347760.0,Orson Scott Card,1987.0,Alvin Maker: Seventh Son,eng,3.86,26621,1283,520,1857,7213,11405,8336
4138,4139,16697,16697,243634,42,60790598,9780060790590.0,Michael Chabon,1988.0,The Mysteries of Pittsburgh,eng,3.63,19778,1661,395,1952,7277,8515,4081
4139,4140,146274,146274,141162,26,60518502,9780060518510.0,James L. Swanson,2006.0,Manhunt: The 12-Day Chase for Lincoln's Killer,en-US,4.12,21927,1993,206,721,3898,9610,8827
4140,4141,6631792,6631792,6826164,71,7233701,9780007233700.0,Cecelia Ahern,2009.0,The Book of Tomorrow,eng,3.66,24885,2541,808,2757,8735,9636,6790
4141,4142,10327303,10327303,14547795,25,1423147952,9781423147950.0,Ally Carter,2011.0,Uncommon Criminals,Not Available,4.15,35104,2180,461,1112,6353,13169,15288
4142,4143,18298225,18298225,25783143,14,62235672,9780062235670.0,Kasie West,2014.0,On the Fence,eng,4.04,30934,3716,432,1372,6826,11660,12309
4143,4144,25153134,24833801,44476984,17,Not Available,Not Available,Mark  Edwards,2015.0,Follow You Home,en-CA,3.86,15871,2071,833,1931,6561,10571,8891
4144,4145,846984,846984,23288,31,375913750,9780375913750.0,Jerry Spinelli,2007.0,"Love, Stargirl",Not Available,3.8,30515,2796,762,2663,8542,10466,9842
4145,4146,481446,481446,2897082,50,307381463,9780307381460.0,Michelle Moran,2007.0,Nefertiti,en-US,4.07,24959,2234,341,1191,5272,10551,10530
4146,4147,11709037,11709037,16656588,24,1592406599,9781592406590.0,David McRaney,2011.0,You Are Not So Smart,en-US,3.85,20583,1402,708,1418,5206,7980,6914
4147,4148,72854,72854,3098033,27,553578529,9780553578520.0,Sara Donati,1998.0,Into the Wilderness,eng,4.1,25293,1751,544,1225,4589,9923,11570
4148,4149,1519,1519,2378,255,140443339,9780140443330.0,"Aeschylus, Robert Fagles, William Bedell Stanford",-458.0,Ὀρέστεια,eng,3.99,24588,705,323,1471,6415,9813,10140
4149,4150,17167084,17167084,23594240,25,312655479,9780312655470.0,Louise Penny,2013.0,How the Light Gets In,eng,4.41,24325,3475,223,540,2549,9225,15938
4150,4151,347656,347656,247323,30,1581344988,9781581344980.0,John Piper,2003.0,Don't Waste Your Life,Not Available,4.11,20095,597,505,987,3510,6524,9196
4151,4152,54984,54984,2731326,121,307376656,9780307376660.0,Ildefonso Falcones,2006.0,La catedral del mar,spa,4.05,18906,1387,568,1350,4363,9007,10025
4152,4153,111222,111222,15542976,21,345425502,9780345425510.0,Alison Weir,1996.0,The Life of Elizabeth I,en-US,4.05,23628,586,476,876,4646,9500,9138
4153,4154,747061,747061,733204,32,1592975038,9781592975040.0,The Church of Jesus Christ of Latter-day Saints,1950.0,"The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price",Not Available,4.36,21692,677,2606,672,838,750,18310
4154,4155,8163722,8163722,13007500,17,044657922X,9780446579220.0,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross",2010.0,Earth: A Visitor's Guide to the Human Race ,eng,3.91,23240,1092,482,1381,5610,8845,7721
4155,4156,6315602,6315602,6500841,28,373210035,9780373210040.0,Rachel Vincent,2009.0,My Soul to Take,eng,3.88,35680,2547,1161,2509,8707,12385,12868
4156,4157,15019,15019,13649381,45,1571740562,9781571740560.0,Neale Donald Walsch,1996.0,Conversations With God. An Uncommon Dialogue. Book 2,eng,4.1,19444,226,532,999,3624,5679,9239
4157,4158,9413044,9413044,14297146,26,62071130,9780062071130.0,Brodi Ashton,2012.0,Everneath,en-US,3.76,36153,4343,1515,3361,9397,12189,11566
4158,4159,3400816,3400816,3440839,27,739328271,9780739328280.0,Janet Evanovich,2009.0,Plum Spooky,eng,3.77,32890,2097,566,3027,10847,11786,10338
4159,4160,1426,1426,1179777,130,60527986,9780060527980.0,Paulo Coelho,1997.0,Manual do guerreiro da luz,en-US,3.69,19063,1101,1164,2488,5804,6405,7124
4160,4161,2548866,2548866,2556437,9,Not Available,Not Available,G. Norman Lippert,2007.0,James Potter and the Hall of Elders' Crossing ,eng,3.78,21310,2457,1270,1507,4756,7122,6768
4161,4162,2936415,2936415,2842871,31,385522266,9780385522270.0,Jon Krakauer,2008.0,Where Men Win Glory: The Odyssey of Pat Tillman,en-US,4.03,21302,2574,284,945,4488,9729,7998
4162,4163,824062,824062,2296068,45,800793013,9780800793010.0,"Brother Andrew, Elizabeth Sherrill, John Sherrill",1964.0,God's Smuggler,eng,4.32,22970,603,305,537,3086,6974,12687
4163,4164,9923372,9923372,14385352,24,307595129,9780307595130.0,J. Courtney Sullivan,2011.0,Maine,Not Available,3.34,23979,3821,950,3838,10342,8746,3031
4164,4165,18660447,18660447,26479163,22,006233638X,9780062336380.0,Kasie West,2015.0,Fill-in boyfrined,eng,3.92,31656,4302,735,1916,7599,12148,10968
4165,4166,161426,161426,1132968,74,553376055,9780553376050.0,Meg Rosoff,2004.0,How I Live Now,eng,3.58,28896,4131,1558,3696,9438,11055,7547
4166,4167,47613,47613,1243291,39,439856264,9780439856260.0,Garth Nix,2003.0,Mister Monday,eng,3.77,28430,1314,652,2230,8604,11221,8015
4167,4168,9166559,9166559,14045698,37,778328791,9780778328800.0,Heather Gudenkauf,2011.0,These things hidden,Not Available,3.85,27030,3006,453,1710,7323,11617,7859
4168,4169,852460,852460,837964,5,1561483397,9781561483400.0,"Dawn J. Ranck, Phyllis Pellman Good",2000.0,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,Not Available,3.85,22697,114,556,1792,5994,6596,7919
4169,4170,6006518,6006518,6181610,37,1595142517,9781595142510.0,"Lili St. Crow, Lilith Saintcrow",2009.0,Strange Angels,eng,3.78,35169,2089,1737,3266,8397,10468,12287
4170,4171,103342,103342,1017164,70,786886307,9780786886300.0,"Malika Oufkir, Michèle Fitoussi",1999.0,La Prisonnière,eng,4.08,16134,2655,299,989,4496,8315,9338
4171,4172,6013511,6013511,5083472,63,399155813,9780399155820.0,Nora Roberts,2009.0,Black Hills,en-US,4.08,26676,1316,243,1079,5930,10495,11175
4172,4173,91714,91714,577888,48,078512179X,9780785121790.0,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",2006.0,Civil War: A Marvel Comics Event,eng,4.05,23851,1502,348,1229,5151,9940,9970
4173,4174,609870,609870,596352,27,805421300,9780805421310.0,"Kim Carpenter, John R. Perry, Krickitt Carpenter",2000.0,The Vow: The Kim and Krickitt Carpenter Story,eng,3.77,16705,1817,824,2338,5858,6358,7665
4174,4175,7171856,7171856,2534984,79,143913376X,9781439133770.0,Robert A. Heinlein,1951.0,The Puppet Masters,eng,3.86,24641,511,255,1323,7274,10149,7133
4175,4176,23212667,23212667,42755300,23,Not Available,Not Available,Megan Miranda,2016.0,All the Missing Girls,eng,3.79,36522,4825,632,2705,11673,17470,9974
4176,4177,921651,921651,746296,7,307119408,9780307119410.0,Mercer Mayer,1983.0,Just Go to Bed,en-US,4.22,24452,145,339,834,4400,6354,12544
4177,4178,28449270,28449270,48574866,24,316403431,9780316403440.0,Maria Semple,2016.0,Not Available,Not Available,3.19,26774,4530,1403,5436,12811,8664,2772
4178,4179,228063,228063,236439,14,345470583,9780345470580.0,"CLAMP, William Flanagan",2003.0,xxxHOLiC #1,en-US,4.17,23323,278,547,1145,3778,6307,11688
4179,4180,279692,279692,3350842,11,039541668X,9780395416690.0,"Harry Allard, James  Marshall",1982.0,Miss Nelson Is Back,en-US,4.33,26289,171,154,630,4216,6757,14613
4180,4181,77505,77505,69059,46,553572393,9780553572390.0,Kim Stanley Robinson,1994.0,Green Mars,en-GB,3.91,24627,654,458,1520,6205,9825,8330
4181,4182,28691,28691,2242650,12,756402980,9780756402980.0,Tad Williams,1993.0,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",eng,4.16,25997,237,255,893,4543,9491,11284
4182,4183,45685,45685,3062141,295,744549515,9780744549520.0,"Oscar Wilde, Inga Moore",1887.0,The Canterville Ghost,eng,3.89,22152,1528,258,1486,7785,11574,8238
4183,4184,18630542,18630542,17378014,16,345529375,9780345529370.0,"Bryan Lee O'Malley, Nathan Fairbairn",2014.0,Seconds: A Graphic Novel,eng,4.07,20595,2852,635,970,4517,11167,10383
4184,4185,16134551,16134551,21961950,14,Not Available,Not Available,Tijan,2012.0,Fallen Crest High,en-GB,4.13,37150,2472,1351,1985,5365,10834,18272
4185,4186,327246,327246,317884,14,1402735421,9781402735420.0,Jenő Barcsay,1953.0,Művészeti Anatómia,Not Available,3.97,21640,24,893,1421,4389,5692,9293
4186,4187,6572,6572,221202,23,044018293X,9780440182930.0,John Saul,1977.0,Suffer the Children,en-US,3.9,24533,268,522,1465,6398,8075,8338
4187,4188,24137,24137,25037,49,60739428,9780060739420.0,Karen Cushman,1994.0,"Catherine, Called Birdy",eng,3.7,31185,1330,1043,2747,9642,11289,8313
4188,4189,613283,613283,2194204,82,967673747,9780967673740.0,Jean Sasson,1992.0,Princess: A True Story of Life Behind the Veil in Saudi Arabia ,en-US,4.0,20019,2219,348,1100,5071,9329,8249
4189,4190,15547,15547,287715,65,1857232569,9781857232560.0,Terry Brooks,1986.0,Magic Kingdom for Sale—Sold!,eng,3.86,26995,933,427,1927,7816,10696,8927
4190,4191,68984,68984,2037992,199,553583182,9780553583180.0,"Joseph Murphy, Ian McMahan",1962.0,The Power of Your Subconscious Mind,en-US,4.12,16951,1054,555,1055,3761,6667,10321
4191,4192,31341,31341,2926067,53,99271494,9780099271500.0,Anne Rice,2001.0,Blood and Gold: The Vampire Marius,en-US,3.88,25780,565,460,2010,7361,9469,9335
4192,4193,10816908,10816908,15730581,18,62026518,9780062026510.0,Rae Carson,2012.0,The Crown of Embers,eng,4.2,32885,2864,529,1014,5117,12931,15681
4193,4194,153785,153785,2665123,23,Not Available,Not Available,Tamora Pierce,2000.0,Page ,eng,4.22,33405,591,145,914,6179,12607,16485
4194,4195,18170039,18170039,25538638,14,62317148,9780062317150.0,Kiera Cass,2014.0,The Guard,eng,3.75,32401,2017,751,3205,10414,9995,10472
4195,4196,816870,816870,2683165,58,440442508,9780440442510.0,"Esther Forbes, Lynd Ward",1943.0,Johnny Tremain,en-US,3.62,30157,1862,1656,3059,9461,10831,7899
4196,4197,172732,172732,818488,100,1876175702,9781876175700.0,"Ernesto Che Guevara, Aleida Guevara March",1993.0,Diarios de motocicleta: notas de viaje por América Latina,eng,3.79,18964,1265,345,1450,6536,9085,5607
4197,4198,16090636,16090636,21894970,13,Not Available,Not Available,Kristen Proby,2012.0,Not Available,eng,4.25,39673,1741,381,1177,5530,13867,18954
4198,4199,125956,125956,1614882,49,1595540210,9781595540220.0,Ted Dekker,2003.0,Black 1. The Birth of Evil,eng,4.21,23496,1530,369,911,3735,8060,11943
4199,4200,6437061,6437061,6626657,40,316043915,9780316043920.0,N.K. Jemisin,2010.0,The Hundred Thousand Kingdoms,eng,3.8,28989,3710,899,2358,7824,12568,8856
4200,4201,857445,857445,325563,11,399226168,9780399226170.0,Peggy Rathmann,1995.0,Officer Buckle & Gloria (Hardcover),eng,4.16,24578,1373,430,1111,4583,7171,12036
4201,4202,63033,63033,2503920,81,374191484,9780374191480.0,"Roberto Bolaño, Natasha Wimmer",1998.0,Los detectives salvajes,en-US,4.09,17946,2575,701,1425,3420,7440,10564
4202,4203,11300302,11300302,16227953,42,373210582,9780373210590.0,Gena Showalter,2012.0,Alice in Zombieland,eng,4.05,30537,4689,1274,1937,5427,9766,14936
4203,4204,6801582,6801582,7008092,48,61668060,9780061668070.0,Aprilynne Pike,2009.0,Spells,en-US,3.99,34331,1924,612,2047,8138,11888,13538
4204,4205,59151,59151,57593,287,1590171691,9781590171690.0,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",1941.0,Schachnovelle,eng,4.28,16716,1907,203,613,3867,12037,14341
4205,4206,594361,594361,6533130,2,736420959,9780736420950.0,"Justine Korman Fontes, Don Williams, Walt Disney Company",1994.0,The Lion King (Little Golden Book),Not Available,4.46,23098,80,205,545,2803,4333,15216
4206,4207,11198312,11198312,16505286,20,545324092,9780545324090.0,Gordon Korman,2011.0,The Medusa Plot,eng,4.07,24489,566,741,1162,4878,7010,11299
4207,4208,266904,266904,2564478,45,Not Available,9780440420480.0,Jeanne Birdsall,2005.0,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",eng,4.12,32251,3757,471,1305,5976,11967,14179
4208,4209,7164343,7164343,7521142,40,044658083X,9780446580830.0,Nelson DeMille,2010.0,The Lion,en-US,4.22,21564,1051,155,516,3557,9220,10180
4209,4210,112754,112754,2746769,46,044023655X,9780440236560.0,Karen Marie Moning,2001.0,Kiss of the Highlander,eng,4.31,32793,1423,237,746,4640,11623,17594
4210,4211,12722468,12722468,17858422,21,1400067898,9781400067890.0,Sally Bedell Smith,2012.0,Elizabeth The Queen: The Life Of A Modern Monarch,eng,3.85,20063,933,816,1334,4928,6679,6948
4211,4212,19101283,19101283,24342394,78,385351372,9780385351380.0,"Jo Nesbø, Charlotte Barslund",2014.0,Sønnen,eng,4.07,19393,2270,355,834,4359,11025,8903
4212,4213,6839093,6839093,7050578,14,1607061597,9781607061600.0,"John Layman, Rob Guillory",2009.0,Taster's Choice,eng,4.0,27570,1690,880,1378,4938,10351,10352
4213,4214,785453,785453,771451,38,440418518,9780440418510.0,Linda Sue Park,2001.0,A Single Shard,eng,3.87,27345,2059,896,1874,6499,10138,9125
4214,4215,29187,29187,852,48,786931582,9780786931580.0,"Margaret Weis, Tracy Hickman",1986.0,Time of the Twins,eng,4.13,24671,313,142,937,5249,9846,11090
4215,4216,7743117,7743117,17836362,30,61779741,9780061779750.0,Christopher Moore,2012.0,Sacré Bleu: A Comedy d'Art,en-CA,3.77,22559,3234,813,2031,6411,9581,6885
4216,4217,331256,331256,1243896,98,575070536,9780575070530.0,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1972.0,Пикник на обочине,eng,4.21,17689,1518,206,817,3809,8997,11404
4217,4218,2068676,2068676,2073911,32,006085202X,9780060852020.0,Meg Cabot,2008.0,Queen of Babble Gets Hitched,en-US,3.82,28734,841,863,2003,7762,9959,8942
4218,4219,182381,182381,1016559,403,141439882,9780141439880.0,Elizabeth Gaskell,1853.0,Cranford,eng,3.85,25805,1710,673,1884,7339,10450,8688
4219,4220,11761,11761,2968156,71,330369954,9780330369950.0,Don DeLillo,1997.0,Underworld,eng,3.92,19152,1583,827,1665,4209,7422,8180
4220,4221,50140,50140,92349,62,140168125,9780140168130.0,"Jack Kerouac, Aram Saroyan",1962.0,Big Sur,eng,3.86,21875,865,320,1370,6128,8830,6570
4221,4222,200572,200572,463407,263,1585678759,9781585678750.0,P.G. Wodehouse,1919.0,My Man Jeeves,eng,4.13,23020,1423,277,798,4861,9935,10816
4222,4223,6368610,6368610,6517530,25,61659223,9780061659220.0,Melissa Marr,2010.0,Radiant Shadows,en-US,3.97,33385,1338,732,2155,7625,10832,13096
4223,4224,13448656,13448656,18968802,14,Not Available,9781476248950.0,Kristen Ashley,2012.0,Motorcycle Man,eng,4.43,41818,3213,572,994,4130,12411,27402
4224,4225,20980987,20980987,40358230,26,1455581089,9781455581080.0,Amanda Palmer,2014.0,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",eng,3.97,20075,2349,1080,1341,3823,6721,9149
4225,4226,14288998,14288998,19928978,35,62072099,9780062072090.0,Veronica Rossi,2014.0,Into the Still Blue,eng,4.17,33983,3532,472,1199,5929,13613,16005
4226,4227,296302,296302,1139021,39,1594489173,9781594489170.0,Ann Brashares,2007.0,The Last Summer (of You and Me),en-US,3.58,26094,2427,955,3097,8773,8826,6198
4227,4228,95406,95406,1433216,16,1563893126,9781563893120.0,"Garth Ennis, Steve Dillon",1997.0,Preacher Vol. 2: Until the End of the World,eng,4.28,24086,423,419,768,3034,7707,12675
4228,4229,36,36,4414,12,618391002,9780618391000.0,"Chris   Smith, Christopher Lee, Richard Taylor",Not Available,The Lord of the Rings: Weapons and Warfare,eng,4.53,18788,49,297,282,1556,3743,13033
4229,4230,215543,215543,1946197,40,743437322,9780743437320.0,D.J. MacHale,2003.0,The Lost City of Faar,eng,4.16,25401,605,229,862,4722,9063,11380
4230,4231,31374,31374,1567538,89,553278029,9780553278030.0,Elizabeth  George,1988.0,A Great Deliverance,en-US,4.06,28027,1248,401,953,5705,12582,10561
4231,4232,7194,7194,372756,129,Not Available,9780156032830.0,"Arturo Pérez-Reverte, Sonia Soto",1993.0,El club Dumas,eng,3.82,24090,1541,536,1969,7087,10703,7498
4232,4233,248482,248482,1139000,25,1582349061,9781582349060.0,Shannon Hale,2004.0,Enna Burning,eng,3.97,31710,3375,279,1481,7973,13440,10653
4233,4234,93724,93724,2349900,38,60724692,9780060724700.0,Meg Cabot,2005.0,Twilight,eng,4.26,32489,979,245,982,5446,10693,16920
4234,4235,21456940,21456940,40771304,2,Not Available,9789770932930.0,أحمد مراد,2014.0,1919,ara,3.65,17330,2421,838,1712,4619,5645,4520
4235,4236,105999,105999,1174365,59,380709589,9780380709590.0,"Beverly Cleary, Paul O. Zelinsky",1983.0,Dear Mr. Henshaw,eng,3.7,28979,1248,917,2594,8946,9385,7959
4236,4237,16055,16055,3127888,19,1857028155,9781857028160.0,Ann Patchett,1997.0,Not Available,eng,3.64,21507,2720,442,2124,8525,10525,4604
4237,4238,3378,3378,2851520,53,349108390,9780349108390.0,Douglas Coupland,1991.0,Generation X: Tales for an Accelerated Culture,eng,3.73,20030,942,480,1778,6596,8655,5395
4238,4239,23168277,23168277,42713530,33,802123457,9780802123460.0,Viet Thanh Nguyen,2015.0,The Sympathizer,eng,4.0,20972,3889,523,1396,5361,11374,9770
4239,4240,16305,16305,907837,200,1579126286,9781579126280.0,Agatha Christie,1941.0,Evil Under the Sun,eng,3.94,28776,954,145,1074,8515,13068,9292
4240,4241,17375956,17375956,23743714,18,Not Available,Not Available,Joanna Wylde,2013.0,Reaper's Property,eng,4.13,38499,3336,984,1922,7370,16238,20149
4241,4242,164542,164542,3022662,63,60512628,9780060512620.0,"Mary O'Hara, Dave Blossom",1941.0,"My Friend Flicka (Flicka, #1)",en-US,4.15,25180,290,264,901,5094,8083,11426
4242,4243,12326644,12326644,17305288,47,145162607X,9781451626070.0,"Philippa Gregory, Mirjana Valent",2012.0,The Kingmaker's Daughter,eng,3.95,24258,2427,207,1090,6870,12606,8167
4243,4244,292275,292275,734246,265,1847024696,9781847024700.0,"Henrik Ibsen, William Archer",1890.0,Hedda Gabler,eng,3.79,24567,456,571,2029,6986,9271,7260
4244,4245,1298205,1298205,2770233,47,736423095,9780736423090.0,Walt Disney Company,1940.0,Dumbo (Little Golden Book),Not Available,4.29,23338,61,317,886,4030,4934,13583
4245,4246,22698568,22698568,42216232,45,62290398,9780062290400.0,Erika Johansen,2015.0,The Invasion of the Tearling,eng,4.15,24341,3535,238,825,4612,12431,11238
4246,4247,13256064,13256064,16202410,107,307960471,9780307960470.0,"Jo Nesbø, Don Bartlett",2011.0,Gjenferd,Not Available,4.11,19526,1993,255,761,4102,11404,9160
4247,4248,8724779,8724779,13597737,1,312530641,9780312530650.0,"P.C. Cast, Kristin Cast",Not Available,Not Available,eng,4.43,20578,77,471,648,2118,3645,13696
4248,4249,588369,588369,2977991,72,7198914,9780007198920.0,Cecelia Ahern,2006.0,A Place Called Here,eng,3.66,22074,1616,914,2696,7650,8413,6765
4249,4250,99664,99664,1069201,124,307277771,9780307277770.0,W. Somerset Maugham,1925.0,The Painted Veil,eng,3.9,24113,2710,263,1424,6600,11756,7587
4250,4251,31337,31337,2925858,48,99446723,9780099446730.0,Anne Rice,2002.0,Blackwood Farm,eng,3.85,24567,625,699,2076,6697,8841,8846
4251,4252,832543,832543,1184118,42,609800140,9780609800140.0,Caroline Myss,1996.0,Anatomy of the Spirit: The Seven Stages of Power and Healing,en-US,4.12,20720,477,349,843,3861,7097,9245
4252,4253,7036,7036,2647331,62,349117047,9780349117040.0,Alexander McCall Smith,2002.0,The Kalahari Typing School for Men,eng,3.99,26837,1265,88,638,7220,13885,8547
4253,4254,16158535,16158535,21998951,28,039916216X,9780399162170.0,Beatriz Williams,2013.0,A Hundred Summers,eng,3.9,22006,2502,430,1257,5662,10332,6999
4254,4255,25558608,25558608,45355236,48,Not Available,9780008250450.0,Sabaa Tahir,2016.0,A Torch Against the Night,eng,4.34,30535,5543,164,690,3782,12809,17649
4255,4256,556136,556136,2586820,25,618724834,9780618724830.0,Gary D. Schmidt,2007.0,The Wednesday Wars,eng,4.06,26847,4870,615,1354,4959,10715,11169
4256,4257,227454,227454,2149493,39,786939842,9780786939850.0,R.A. Salvatore,1992.0,The Legacy,eng,4.18,20882,212,144,683,4005,8220,9982
4257,4258,803171,803171,649854,16,525471340,9780525471350.0,Judy Schachner,2003.0,Skippyjon Jones,eng,4.25,26421,1103,682,1243,3862,6362,15271
4258,4259,9410421,9410421,14294481,68,399157441,9780399157450.0,Nora Roberts,2011.0,Chasing Fire,eng,4.09,26687,1707,335,1163,5598,10444,11593
4259,4260,95887,95887,2203492,116,1576754227,9781576754220.0,Brian Tracy,2001.0,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,en-US,3.84,18288,1906,676,1714,5701,8138,7458
4260,4261,4600,4600,477124,13,689861133,9780689861130.0,Sandra Boynton,1982.0,"Moo, Baa, La La La!",eng,4.19,26065,500,415,1169,4888,7393,13560
4261,4262,342504,342504,332860,369,1585426016,9781585426010.0,Wallace D. Wattles,1910.0,The Science of Getting Rich,eng,4.18,19433,544,474,871,3411,5671,10319
4262,4263,2277444,2277444,2312106,46,61230944,9780061230940.0,James Rollins,2008.0,The Last Oracle,eng,4.15,23103,746,167,635,4231,9998,9784
4263,4264,2501458,2501458,2508823,29,Not Available,9789953890530.0,"أحلام مستغانمي, Ahlam Mosteghanemi",1993.0,ذاكرة الجسد,ara,3.87,17717,1794,913,1596,4318,6087,7518
4264,4265,101911,101911,99634,33,60897848,9780060897840.0,A. Manette Ansay,1994.0,Vinegar Hill (P.S.),en-US,3.36,23966,901,1051,3431,9384,7412,3524
4265,4266,234501,234501,251634,47,055327418X,9780553274190.0,David Brin,1983.0,Startide Rising,en-US,4.04,24179,485,299,1096,5044,9535,9168
4266,4267,16282066,35534230,16680623,15,1481200577,9781481200580.0,Shelly Crane,2011.0,Significance,eng,4.13,18579,2685,1091,1873,5811,11401,17649
4267,4268,880,880,268880,109,812974611,9780812974610.0,Robert   Harris,2003.0,Pompeii,eng,3.79,22734,1800,344,1682,7409,11015,6229
4268,4269,25066991,25066991,44751809,38,1455536253,9781455536250.0,David Baldacci,2015.0,The Guilty,eng,4.12,12597,1824,336,786,3995,10104,9672
4269,4270,243685,243685,1167354,92,671201581,9780671201590.0,Bertrand Russell,1945.0,A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day,en-US,4.05,20895,686,523,1061,4006,7991,8912
4270,4271,13235,13235,6542114,6,517220776,9780517220770.0,Lewis Carroll,1884.0,Complete Works of Lewis Carroll,Not Available,4.34,23390,30,236,586,3104,6495,12996
4271,4272,39542,39542,39249,20,786886811,9780786886810.0,Nigella Lawson,1998.0,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Not Available,4.0,22647,276,802,1213,4565,7148,9436
4272,4273,672875,672875,1361856,331,451528166,9780451528160.0,"Thomas Malory, Keith Baines, Robert Graves",1485.0,Le Morte d'Arthur,eng,3.92,25879,671,355,1507,7518,11147,9170
4273,4274,196764,196764,436014,20,1400052297,9781400052300.0,Cupcake Brown,2006.0,A Piece of Cake: A Memoir,eng,4.15,20083,1916,344,961,3517,6618,9709
4274,4275,24782,24782,2628,60,805080511,9780805080510.0,Lloyd Alexander,1967.0,Taran Wanderer,eng,4.14,29544,781,277,901,5789,11319,12646
4275,4276,136637,136637,1369951,72,446612758,9780446612750.0,"Douglas Preston, Lincoln Child",2004.0,Brimstone,en-GB,4.12,24949,977,149,738,4963,11371,10307
